Task,Resource,Duration
Experienced Recruitment,Resource 3,4.971945808740926
C-Suite Recruitment,Resource 4,9.66420002659435
Graduate Recruitment,Resource 2,8.468963663952662
C-Suite Recruitment,Resource 1,5.501986566521532
C-Suite Recruitment,Resource 2,3.5280202390594413
C-Suite Recruitment,Resource 4,7.889216901499804
C-Suite Recruitment,Resource 1,3.511165750626814
Experienced Recruitment,Resource 1,3.6708758861028175
C-Suite Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 1,2.8098991782490277
Experienced Recruitment,Resource 1,7.158987235991335
C-Suite Recruitment,Resource 1,1.039860517740549
Graduate Recruitment,Resource 1,6.0192200903592035
Graduate Recruitment,Resource 3,7.519097332546431
Experienced Recruitment,Resource 1,5.118044046076404
Experienced Recruitment,Resource 2,7.0064910357953245
Graduate Recruitment,Resource 3,8.945606847978418
Graduate Recruitment,Resource 4,8.610582326835155
Graduate Recruitment,Resource 2,7.494996992500295
Graduate Recruitment,Resource 4,4.028851470042696
Experienced Recruitment,Resource 4,9.186908271673937
Graduate Recruitment,Resource 4,8.434282117253446
Experienced Recruitment,Resource 4,6.409667608404653
C-Suite Recruitment,Resource 3,5.751295463928985
Graduate Recruitment,Resource 1,8.129141768978673
Graduate Recruitment,Resource 1,9.747907377893064
Graduate Recruitment,Resource 2,6.113434606322189
Graduate Recruitment,Resource 2,4.990166947777406
Graduate Recruitment,Resource 3,5.082311391813859
C-Suite Recruitment,Resource 2,1.0
Graduate Recruitment,Resource 2,5.085240181309073
Experienced Recruitment,Resource 4,10.353894423358064
Experienced Recruitment,Resource 1,5.688465509193806
C-Suite Recruitment,Resource 2,3.880146206509229
Graduate Recruitment,Resource 3,5.897617112254808
Experienced Recruitment,Resource 3,7.4146238595879055
Graduate Recruitment,Resource 4,2.819967168864134
Graduate Recruitment,Resource 4,5.535053677480934
Graduate Recruitment,Resource 3,6.5184409701054005
C-Suite Recruitment,Resource 4,4.703523775401218
Experienced Recruitment,Resource 4,6.711063708041633
C-Suite Recruitment,Resource 3,1.0
Graduate Recruitment,Resource 2,4.92402040371594
Experienced Recruitment,Resource 3,3.7141617544277143
C-Suite Recruitment,Resource 4,9.786537611861611
Experienced Recruitment,Resource 1,11.734925729023978
C-Suite Recruitment,Resource 3,4.113798147202834
C-Suite Recruitment,Resource 3,5.30847190818663
Experienced Recruitment,Resource 2,11.274809225377307
Graduate Recruitment,Resource 1,6.77275296180106
C-Suite Recruitment,Resource 3,9.841773085109036
C-Suite Recruitment,Resource 4,2.6931930903454027
Experienced Recruitment,Resource 4,11.010245093263103
Experienced Recruitment,Resource 3,10.350454690248359
C-Suite Recruitment,Resource 4,5.815011095451376
C-Suite Recruitment,Resource 4,3.6430268065844222
C-Suite Recruitment,Resource 4,4.5319058562819015
Graduate Recruitment,Resource 4,6.9027932777356495
Experienced Recruitment,Resource 3,7.453644827890368
Experienced Recruitment,Resource 4,2.9048046730902555
Graduate Recruitment,Resource 3,7.8649906700941035
C-Suite Recruitment,Resource 4,9.77222422362225
C-Suite Recruitment,Resource 4,6.966794057155315
Graduate Recruitment,Resource 1,4.984760383619783
Graduate Recruitment,Resource 3,5.397995040759138
Graduate Recruitment,Resource 2,4.492201932758991
C-Suite Recruitment,Resource 1,4.798276784108713
C-Suite Recruitment,Resource 3,1.0
Experienced Recruitment,Resource 4,12.181285145543288
C-Suite Recruitment,Resource 3,3.312783610201314
Experienced Recruitment,Resource 3,1.966349502151834
C-Suite Recruitment,Resource 3,9.952021822052458
Experienced Recruitment,Resource 3,7.0681798118855275
Experienced Recruitment,Resource 2,6.132879188138587
Experienced Recruitment,Resource 4,7.408773787099914
C-Suite Recruitment,Resource 1,3.4882693039089947
Experienced Recruitment,Resource 2,8.79320100495536
C-Suite Recruitment,Resource 2,7.180260293756779
Graduate Recruitment,Resource 2,1.0
Graduate Recruitment,Resource 1,6.472997754986736
Graduate Recruitment,Resource 2,8.962877145108989
Graduate Recruitment,Resource 2,7.181355810547544
Experienced Recruitment,Resource 4,1.0
C-Suite Recruitment,Resource 1,1.0
C-Suite Recruitment,Resource 1,4.066135360053123
Graduate Recruitment,Resource 2,9.866643661327206
C-Suite Recruitment,Resource 4,2.9522040538566
C-Suite Recruitment,Resource 2,4.790740905971412
C-Suite Recruitment,Resource 2,6.228121393063241
Experienced Recruitment,Resource 1,4.562287843004448
Graduate Recruitment,Resource 2,7.07861709844369
C-Suite Recruitment,Resource 4,10.353878478905186
Graduate Recruitment,Resource 4,6.4170387676556695
Graduate Recruitment,Resource 2,9.178622648517361
C-Suite Recruitment,Resource 4,1.9388678057804318
C-Suite Recruitment,Resource 3,4.9124637949960075
Graduate Recruitment,Resource 3,9.483065848785179
Experienced Recruitment,Resource 4,9.261272764518989
C-Suite Recruitment,Resource 4,7.485777282956551
Experienced Recruitment,Resource 3,5.8524356961708355
C-Suite Recruitment,Resource 2,5.263591251413735
Experienced Recruitment,Resource 2,3.342666016295039
Experienced Recruitment,Resource 1,6.924117115551476
C-Suite Recruitment,Resource 4,3.353738437068296
C-Suite Recruitment,Resource 2,6.509252056662451
C-Suite Recruitment,Resource 1,1.0
Experienced Recruitment,Resource 4,3.8635063660630666
Graduate Recruitment,Resource 1,10.02688721426889
C-Suite Recruitment,Resource 3,2.9727040312182984
Graduate Recruitment,Resource 4,7.249075626318657
C-Suite Recruitment,Resource 2,2.3389537223576604
Graduate Recruitment,Resource 2,6.164230537504439
Graduate Recruitment,Resource 3,8.694278807640298
Experienced Recruitment,Resource 3,4.389389778897215
C-Suite Recruitment,Resource 3,8.584152281765697
Graduate Recruitment,Resource 3,3.579720726803453
Graduate Recruitment,Resource 3,6.275329917765595
Graduate Recruitment,Resource 1,8.379400975226277
Experienced Recruitment,Resource 4,9.77056437392027
C-Suite Recruitment,Resource 1,4.527766887058593
C-Suite Recruitment,Resource 4,7.315133633599297
Graduate Recruitment,Resource 2,6.749366043533408
Experienced Recruitment,Resource 2,3.8934064776240427
C-Suite Recruitment,Resource 4,1.908308520201381
Graduate Recruitment,Resource 4,5.821584066114146
C-Suite Recruitment,Resource 4,1.0261911009636417
C-Suite Recruitment,Resource 3,9.87921495833001
C-Suite Recruitment,Resource 3,2.1429356444045706
C-Suite Recruitment,Resource 3,4.906099804274041
C-Suite Recruitment,Resource 2,3.1198581920725292
Experienced Recruitment,Resource 1,10.65381225304007
Experienced Recruitment,Resource 2,3.8698567173410323
Experienced Recruitment,Resource 3,3.86782159998538
Experienced Recruitment,Resource 3,6.557238744843734
Graduate Recruitment,Resource 4,3.080640613867013
C-Suite Recruitment,Resource 4,7.778889436062643
Graduate Recruitment,Resource 3,3.522850249636115
Graduate Recruitment,Resource 2,4.9778219201767575
Graduate Recruitment,Resource 2,8.85748517372837
Experienced Recruitment,Resource 4,14.09235435678073
Experienced Recruitment,Resource 3,16.352214697131082
Experienced Recruitment,Resource 4,6.1127495450347915
Experienced Recruitment,Resource 4,5.66572297781296
Graduate Recruitment,Resource 3,8.07359190641676
C-Suite Recruitment,Resource 2,1.0
C-Suite Recruitment,Resource 1,4.135911293656619
Graduate Recruitment,Resource 2,5.982703850579071
Graduate Recruitment,Resource 1,2.886408651753614
C-Suite Recruitment,Resource 2,3.8709267191976484
Experienced Recruitment,Resource 1,7.8386642980410555
Experienced Recruitment,Resource 1,9.007132536982178
Graduate Recruitment,Resource 1,7.427497821643164
C-Suite Recruitment,Resource 3,9.935191920123106
C-Suite Recruitment,Resource 3,7.610936305209224
C-Suite Recruitment,Resource 3,8.635998070519147
Experienced Recruitment,Resource 1,1.0
Experienced Recruitment,Resource 2,8.820340857981574
Experienced Recruitment,Resource 2,10.031886058336434
C-Suite Recruitment,Resource 1,1.0
Graduate Recruitment,Resource 1,7.24263039312665
Experienced Recruitment,Resource 1,9.619779668669082
C-Suite Recruitment,Resource 3,1.0
Graduate Recruitment,Resource 3,8.595312037524893
Experienced Recruitment,Resource 4,5.9777854458462105
Graduate Recruitment,Resource 1,5.116660445272483
C-Suite Recruitment,Resource 1,4.353051898086339
C-Suite Recruitment,Resource 2,5.332264299163253
Graduate Recruitment,Resource 4,11.140282532607959
C-Suite Recruitment,Resource 3,2.7850292933173693
Experienced Recruitment,Resource 3,1.0
Graduate Recruitment,Resource 1,4.723989258717151
C-Suite Recruitment,Resource 3,3.6715356606817218
Graduate Recruitment,Resource 2,8.104713931520859
Graduate Recruitment,Resource 4,7.815066931839716
Graduate Recruitment,Resource 3,6.1513975891904185
C-Suite Recruitment,Resource 2,4.20091818664207
Experienced Recruitment,Resource 3,7.533506914485515
C-Suite Recruitment,Resource 4,1.0
C-Suite Recruitment,Resource 3,11.388866391563806
C-Suite Recruitment,Resource 4,6.489032253342448
Graduate Recruitment,Resource 1,6.406363277748095
Experienced Recruitment,Resource 1,13.833557033949411
Graduate Recruitment,Resource 1,8.504267594680758
C-Suite Recruitment,Resource 2,3.984642151242901
Graduate Recruitment,Resource 1,9.971138114555695
C-Suite Recruitment,Resource 3,1.0
Experienced Recruitment,Resource 2,1.0
C-Suite Recruitment,Resource 2,2.832196449298898
C-Suite Recruitment,Resource 1,4.898849001562508
Experienced Recruitment,Resource 2,6.092778645791799
C-Suite Recruitment,Resource 4,5.089732314883273
C-Suite Recruitment,Resource 4,5.814190171203656
Experienced Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 1,5.149843111352992
Experienced Recruitment,Resource 1,16.70319249063913
Graduate Recruitment,Resource 4,6.839397126378161
Experienced Recruitment,Resource 3,13.993809178373795
C-Suite Recruitment,Resource 3,7.0244350316901425
C-Suite Recruitment,Resource 3,6.3041958726300065
C-Suite Recruitment,Resource 1,7.881305277470387
Graduate Recruitment,Resource 3,9.57670441108706
C-Suite Recruitment,Resource 2,5.787554527922729
Experienced Recruitment,Resource 2,3.5923697293048975
Graduate Recruitment,Resource 3,8.081394867704184
C-Suite Recruitment,Resource 1,3.667004059186554
Experienced Recruitment,Resource 1,2.032878391008494
C-Suite Recruitment,Resource 4,8.497567426920241
Graduate Recruitment,Resource 3,4.259826733754998
Experienced Recruitment,Resource 3,9.259621619158299
C-Suite Recruitment,Resource 2,3.483063887402586
Experienced Recruitment,Resource 4,4.739596123752909
Graduate Recruitment,Resource 1,5.199576671554164
Graduate Recruitment,Resource 3,7.508720175480474
Experienced Recruitment,Resource 2,14.163344126058266
Graduate Recruitment,Resource 1,5.019694664409612
Experienced Recruitment,Resource 1,6.327701996240729
C-Suite Recruitment,Resource 2,13.949560633466689
Experienced Recruitment,Resource 2,1.3896114309809802
C-Suite Recruitment,Resource 1,8.199619580943324
C-Suite Recruitment,Resource 1,8.882511662094668
C-Suite Recruitment,Resource 1,3.3506562009587606
C-Suite Recruitment,Resource 2,6.306415475262142
Experienced Recruitment,Resource 1,10.365239985573726
Experienced Recruitment,Resource 1,6.77271400601406
Graduate Recruitment,Resource 2,7.893770851818369
Experienced Recruitment,Resource 2,8.93383202594613
Graduate Recruitment,Resource 4,3.080354016281218
Graduate Recruitment,Resource 2,5.108947085706622
Experienced Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 3,1.0
Graduate Recruitment,Resource 2,6.347527149203556
C-Suite Recruitment,Resource 3,8.993827106932525
C-Suite Recruitment,Resource 2,3.082608305667578
C-Suite Recruitment,Resource 1,7.649291422814151
C-Suite Recruitment,Resource 3,1.6586774149192296
Experienced Recruitment,Resource 2,1.0
Graduate Recruitment,Resource 2,6.535989713480425
Experienced Recruitment,Resource 1,5.565891286208619
C-Suite Recruitment,Resource 3,7.682985821373071
Graduate Recruitment,Resource 4,7.202388513085948
C-Suite Recruitment,Resource 4,6.545974689503152
C-Suite Recruitment,Resource 2,9.834021922674285
C-Suite Recruitment,Resource 1,1.5906328983425748
C-Suite Recruitment,Resource 1,6.022054154158663
Graduate Recruitment,Resource 3,8.666368123032706
Experienced Recruitment,Resource 2,7.540977696730254
C-Suite Recruitment,Resource 3,5.483432698298029
Experienced Recruitment,Resource 3,4.864752297556199
Experienced Recruitment,Resource 2,1.6072248573521195
Graduate Recruitment,Resource 1,4.381791895829355
Experienced Recruitment,Resource 3,3.087941932630744
Experienced Recruitment,Resource 2,16.563290550287373
Experienced Recruitment,Resource 2,10.486676037969659
C-Suite Recruitment,Resource 4,1.0
C-Suite Recruitment,Resource 4,4.417541342620002
Experienced Recruitment,Resource 2,1.0
Graduate Recruitment,Resource 3,5.036562673020036
Graduate Recruitment,Resource 3,7.581111391516621
Graduate Recruitment,Resource 4,4.336936776038862
Experienced Recruitment,Resource 4,6.323691561005614
Experienced Recruitment,Resource 4,4.346167368892564
Experienced Recruitment,Resource 3,10.540900691452242
Graduate Recruitment,Resource 4,2.494800982065711
C-Suite Recruitment,Resource 1,7.88726321372127
Graduate Recruitment,Resource 1,3.1130816534969123
C-Suite Recruitment,Resource 3,1.0
Graduate Recruitment,Resource 2,7.722737779198243
Experienced Recruitment,Resource 2,7.941303367090366
Experienced Recruitment,Resource 4,11.048260519143078
Experienced Recruitment,Resource 3,5.655026751060225
Graduate Recruitment,Resource 4,8.360760890423318
C-Suite Recruitment,Resource 4,1.0
Experienced Recruitment,Resource 3,6.188591343310915
C-Suite Recruitment,Resource 2,3.668796250613915
C-Suite Recruitment,Resource 4,1.0
C-Suite Recruitment,Resource 3,8.317641563240986
Graduate Recruitment,Resource 2,8.201483529773457
C-Suite Recruitment,Resource 3,1.76352971122233
Graduate Recruitment,Resource 2,5.462735683792987
Experienced Recruitment,Resource 2,1.0
Experienced Recruitment,Resource 1,7.840417648547485
Graduate Recruitment,Resource 1,6.665635641276915
Experienced Recruitment,Resource 1,6.555887234813736
Experienced Recruitment,Resource 2,7.241453175197396
Experienced Recruitment,Resource 4,14.283169449574833
C-Suite Recruitment,Resource 3,7.042760976400704
Graduate Recruitment,Resource 2,2.8041682458504416
Experienced Recruitment,Resource 1,3.041170203962382
Experienced Recruitment,Resource 4,2.9959871464331442
Graduate Recruitment,Resource 2,4.81916346330431
C-Suite Recruitment,Resource 1,5.975754661921035
Graduate Recruitment,Resource 2,3.5177532771021065
Experienced Recruitment,Resource 4,10.71912292827739
Graduate Recruitment,Resource 2,9.023093143509993
Experienced Recruitment,Resource 2,9.370276162271038
C-Suite Recruitment,Resource 3,9.102402688219971
C-Suite Recruitment,Resource 1,5.706830970760147
C-Suite Recruitment,Resource 2,1.5425867578913026
Graduate Recruitment,Resource 1,5.4310176190306
Graduate Recruitment,Resource 2,5.465736718221908
Graduate Recruitment,Resource 2,8.46988704337232
C-Suite Recruitment,Resource 1,7.784263006711656
C-Suite Recruitment,Resource 2,2.205744298540789
C-Suite Recruitment,Resource 1,2.927144008417819
C-Suite Recruitment,Resource 2,6.270219068151802
Graduate Recruitment,Resource 4,7.154930103923902
Graduate Recruitment,Resource 4,3.3462429337840423
Experienced Recruitment,Resource 2,5.712431249718439
C-Suite Recruitment,Resource 3,1.0
C-Suite Recruitment,Resource 4,1.2228025715557083
C-Suite Recruitment,Resource 4,5.002494943079065
C-Suite Recruitment,Resource 2,1.0
Graduate Recruitment,Resource 4,4.373021396467728
C-Suite Recruitment,Resource 2,8.828108863729817
C-Suite Recruitment,Resource 3,1.5561075974476566
Graduate Recruitment,Resource 4,3.9523279282201926
C-Suite Recruitment,Resource 1,5.560377009057591
Graduate Recruitment,Resource 3,7.002980877733124
C-Suite Recruitment,Resource 3,7.997101081569682
Graduate Recruitment,Resource 3,6.714624446730555
Graduate Recruitment,Resource 4,6.216978694827174
Experienced Recruitment,Resource 1,9.535080617383153
Experienced Recruitment,Resource 4,10.822575706366806
Experienced Recruitment,Resource 2,11.705007752160984
Graduate Recruitment,Resource 1,7.493532579784853
C-Suite Recruitment,Resource 2,8.238001447461816
Graduate Recruitment,Resource 3,6.5032191778370425
Experienced Recruitment,Resource 3,8.94543382167182
Graduate Recruitment,Resource 1,6.38121738246202
Graduate Recruitment,Resource 4,4.318846283494318
Experienced Recruitment,Resource 3,2.1260683693341633
